INSTNM,CITY,STABBR,ZIP,ACCREDAGENCY,MAIN,NUMBRANCH,PREDDEG,HIGHDEG,CONTROL,LOCALE,CCUGPROF,CCSIZSET,HBCU,PBI,MENONLY,WOMENONLY,RELAFFIL,DISTANCEONLY,UGDS,AGE_ENTRY,FEMALE,MARRIED,DEPENDENT,MD_FAMINC,percent_on_student_loan,id_number
New England Hair Academy,Malden,MA,02148,Accrediting Commission of Career Schools and Colleges,1,1,1,1,3,21.0,-2.0,-2.0,0.0,0.0,0.0,0.0,-2.0,0.0,132.0,26.223350254,0.4517766497,0.1015228426,0.421319797,10791.85995,0.0,4562
Arizona State University-Polytechnic,Mesa,AZ,85212,North Central Association of Colleges and Schools The Higher Learning Commission,0,5,3,4,1,11.0,15.0,13.0,0.0,0.0,0.0,0.0,-2.0,0.0,3726.0,24.586114552,0.5395661779,0.147620004,0.6012920935,37288.81365,53.08,5055
Oakland University,Rochester Hills,MI,48309-4401,North Central Association of Colleges and Schools The Higher Learning Commission,1,1,3,4,1,21.0,9.0,15.0,0.0,0.0,0.0,0.0,-2.0,0.0,16528.0,22.467029449,0.6113956466,0.0582586428,0.7704865557,43394.32628,53.14,1845
Rogers State University,Claremore,OK,74017-3252,North Central Association of Colleges and Schools The Higher Learning Commission,1,1,3,3,1,31.0,7.0,9.0,0.0,0.0,0.0,0.0,-2.0,0.0,3611.0,24.27833002,0.6118290258,0.199304175,0.5760437376,31421.69865,43.91,3073
University of Phoenix-Iowa,Des Moines,IA,50309-4109,North Central Association of Colleges and Schools The Higher Learning Commission,0,38,3,4,3,12.0,10.0,6.0,0.0,0.0,0.0,0.0,-2.0,0.0,30.0,31.763342552,0.697885046,0.2945153379,0.0874417943,16789.83113,71.74,5725
Luther Rice University & Seminary,Lithonia,GA,30038-9869,Transnational Association of Christian Colleges and Schools,1,1,3,4,2,21.0,5.0,6.0,0.0,0.0,0.0,0.0,54.0,0.0,490.0,38.04,0.336,0.504,0.108,26445.73899,53.62,786
Northwest College-Beaverton,Beaverton,OR,97005,National Accrediting Commission of Cosmetology Arts and Sciences,0,6,1,1,3,13.0,-2.0,-2.0,0.0,0.0,0.0,0.0,-2.0,0.0,145.0,26.472299169,0.9113573407,0.1648199446,0.3725761773,14364.55876,90.07,3116
Brightwood College-Dallas,Dallas,TX,75234,Accrediting Council for Independent Colleges and Schools,1,2,1,2,3,11.0,4.0,1.0,0.0,0.0,0.0,0.0,-2.0,0.0,435.0,25.901547117,0.851018974,0.1546029515,0.3309908644,15393.68729,55.57,4682
Muskingum University,New Concord,OH,43762,North Central Association of Colleges and Schools The Higher Learning Commission,1,1,3,4,2,32.0,12.0,11.0,0.0,0.0,0.0,0.0,66.0,0.0,1598.0,21.725596529,0.5444685466,0.0672451193,0.84164859,51611.70106,77.89,2939
Pennsylvania State University-Penn State Greater Allegheny,McKeesport,PA,15132-7644,Middle States Commission on Higher Education,0,23,3,3,1,21.0,10.0,7.0,0.0,0.0,0.0,0.0,-2.0,0.0,554.0,21.701308336,0.4969484439,0.0701352126,0.8119499612,61666.31769,66.77,3329
Fort Valley State University,Fort Valley,GA,31030-4313,Southern Association of Colleges and Schools Commission on Colleges,1,1,3,4,1,31.0,11.0,11.0,1.0,0.0,0.0,0.0,-2.0,0.0,2172.0,22.063324538,0.5576077397,0.055408971,0.780123131,20310.07978,87.58,903
Kaplan University-Des Moines Campus,Urbandale,IA,50323,North Central Association of Colleges and Schools The Higher Learning Commission,0,10,2,4,3,21.0,5.0,6.0,0.0,0.0,0.0,0.0,-2.0,0.0,782.0,32.012812918,0.8022612257,0.3127972513,0.0748946397,16208.64721,72.18,4476
Eastern College of Health Vocations-New Orleans,New Orleans,LA,70123,Accrediting Bureau of Health Education Schools,0,2,1,1,3,21.0,-2.0,-2.0,0.0,0.0,0.0,0.0,-2.0,0.0,153.0,26.587185726,0.9537712895,0.1451743715,0.300892133,12122.66275,72.47,4423
Touro University Worldwide,Los Alamitos,CA,90720,Western Association of Schools and Colleges Senior Colleges and University Commission,1,1,3,4,2,21.0,5.0,6.0,0.0,0.0,0.0,0.0,-2.0,0.0,214.0,32.412935323,0.7014925373,0.3034825871,0.1741293532,27762.56081,12.75,6520
American National University-Cincinnati,Cincinnati,OH,45237,Accrediting Council for Independent Colleges and Schools,0,6,2,2,3,11.0,2.0,1.0,0.0,0.0,0.0,0.0,-2.0,0.0,127.0,30.381143065,0.7943210775,0.2158718602,0.1609028031,11291.41715,79.56,6094
Northern Essex Community College,Haverhill,MA,01830-2399,New England Association of Schools and Colleges Commission on Institutions of Higher Education,1,1,2,2,1,21.0,1.0,3.0,0.0,0.0,0.0,0.0,-2.0,0.0,6359.0,24.289425348,0.6108632905,0.1091577014,0.5985305694,20704.66202,27.8,1731
The Art Institute of Charleston,Charleston,SC,29401,Southern Association of Colleges and Schools Commission on Colleges,0,6,3,3,3,12.0,11.0,6.0,0.0,0.0,0.0,0.0,-2.0,0.0,554.0,23.911500381,0.4827113481,0.0883472963,0.6167555217,20982.12726,81.8,5935
Nebraska College of Technical Agriculture,Curtis,NE,69025-9552,North Central Association of Colleges and Schools The Higher Learning Commission,0,2,2,2,1,43.0,2.0,1.0,0.0,0.0,0.0,0.0,-2.0,0.0,242.0,20.343790661,0.5151077057,0.0202399884,0.9171606188,69848.47454,34.0,2180
University of Alaska Anchorage,Anchorage,AK,99508,Northwest Commission on Colleges and Universities,1,1,3,4,1,11.0,5.0,15.0,0.0,0.0,0.0,0.0,-2.0,0.0,12865.0,25.126211547,0.604719764,0.1930046355,0.5090602613,30254.86211,26.47,60
Argosy University-Inland Empire,Ontario,CA,91761,Western Association of Schools and Colleges Senior Colleges and University Commission,0,28,3,4,3,12.0,5.0,6.0,0.0,0.0,0.0,0.0,-2.0,0.0,367.0,29.893958794,0.6097854344,0.1975711015,0.2849493656,15149.50454,75.97,5962
Vincennes University,Vincennes,IN,47591,North Central Association of Colleges and Schools The Higher Learning Commission,1,1,2,3,1,33.0,6.0,16.0,0.0,0.0,0.0,0.0,-2.0,0.0,8256.0,22.944492779,0.4799025579,0.1016182356,0.6900991822,28995.08036,23.79,1247
Buckeye Hills Career Center,Rio Grande,OH,45674-0157,Council on Occupational Education,1,1,1,1,1,42.0,-2.0,-2.0,0.0,0.0,0.0,0.0,-2.0,0.0,159.0,27.463687151,0.7039106145,0.2402234637,0.3296089385,19548.21952,51.06,2840
Trevecca Nazarene University,Nashville,TN,37210,Southern Association of Colleges and Schools Commission on Colleges,1,1,3,4,2,11.0,9.0,10.0,0.0,0.0,0.0,0.0,59.0,0.0,1609.0,26.945533769,0.6154684096,0.2145969499,0.5533769063,46303.15324,68.16,3629
Florence-Darlington Technical College,Florence,SC,29501,Southern Association of Colleges and Schools Commission on Colleges,1,1,2,2,1,23.0,2.0,3.0,0.0,1.0,0.0,0.0,-2.0,0.0,6165.0,26.408961593,0.6344238976,0.124703651,0.4862494073,15042.16588,41.91,3465
California State University-Dominguez Hills,Carson,CA,90747-0005,Western Association of Schools and Colleges Senior Colleges and University Commission,1,1,3,4,1,13.0,7.0,15.0,0.0,0.0,0.0,0.0,-2.0,0.0,12199.0,25.196728829,0.6519413024,0.0816264139,0.5362274534,20152.64476,38.27,235
Herzing University-Toledo,Toledo,OH,43615,North Central Association of Colleges and Schools The Higher Learning Commission,0,11,2,3,3,11.0,5.0,6.0,0.0,0.0,0.0,0.0,-2.0,0.0,185.0,31.374630571,0.8216101194,0.2384442606,0.1399692635,16935.3898,86.83,6304
Zane State College,Zanesville,OH,43701-2626,North Central Association of Colleges and Schools The Higher Learning Commission,1,1,2,2,1,32.0,1.0,3.0,0.0,0.0,0.0,0.0,-2.0,0.0,2063.0,25.109527382,0.5536384096,0.144036009,0.5626406602,22777.16308,34.34,2938
Indian Capital Technology Center-Tahlequah,Tahlequah,OK,74464,Oklahoma State Board of Career and Technology Education,0,4,1,1,1,33.0,-2.0,-2.0,0.0,0.0,0.0,0.0,-2.0,0.0,309.0,26.606557377,0.5173041894,0.2404371585,0.3697632058,16131.32267,0.0,3087
Cabrillo College,Aptos,CA,95003,Western Association of Schools and Colleges Accrediting Commission for Community and Junior Colleges,1,1,2,2,1,22.0,1.0,4.0,0.0,0.0,0.0,0.0,-2.0,0.0,12423.0,24.761731759,0.5376930064,0.0829548895,0.5679685135,15821.0071,3.17,222
Manhattan School of Computer Technology,Brooklyn,NY,11230-1401,Accrediting Council for Independent Colleges and Schools,1,1,1,1,2,11.0,-2.0,-2.0,0.0,0.0,0.0,0.0,-2.0,0.0,519.0,32.904500549,0.6443468716,0.5642151482,0.2030735456,0,0.24,5060
Platt College-North OKC,Oklahoma City,OK,73134,Accrediting Commission of Career Schools and Colleges,0,4,2,3,3,11.0,11.0,6.0,0.0,0.0,0.0,0.0,-2.0,0.0,189.0,27.943619431,0.5028945381,0.2451547949,0.2874402215,15090.49371,73.55,5638
Elizabethtown College School of Continuing and Professional Studies,Elizabethtown,PA,17022-2298,Middle States Commission on Higher Education,1,1,3,4,2,21.0,5.0,6.0,0.0,0.0,0.0,0.0,58.0,0.0,341.0,22.96314258,0.6605237633,0.111542192,0.7652764306,77229.91547,67.2,6962
Nichols College,Dudley,MA,01571-5000,New England Association of Schools and Colleges Commission on Institutions of Higher Education,1,1,3,4,2,21.0,10.0,11.0,0.0,0.0,0.0,0.0,-2.0,0.0,1312.0,20.858926342,0.3757802747,0.0237203496,0.8913857678,75044.26857,76.03,1725
Concorde Career College-Portland,Portland,OR,97232-4203,Accrediting Commission of Career Schools and Colleges,1,1,1,2,3,11.0,4.0,2.0,0.0,0.0,0.0,0.0,-2.0,0.0,804.0,26.870402802,0.877408056,0.1935201401,0.3984238179,22087.56681,58.32,3102
Empire Beauty School-Lebanon,Lebanon,PA,17042,National Accrediting Commission of Cosmetology Arts and Sciences,0,11,1,1,3,23.0,-2.0,-2.0,0.0,0.0,0.0,0.0,-2.0,0.0,44.0,25.600282087,0.9232722144,0.0942172073,0.3839210155,10076.58274,54.55,3222
Mendocino College,Ukiah,CA,95482,Western Association of Schools and Colleges Accrediting Commission for Community and Junior Colleges,1,1,2,2,1,41.0,1.0,3.0,0.0,0.0,0.0,0.0,-2.0,0.0,3151.0,26.748990579,0.5619111709,0.131897712,0.4481830417,11991.91641,5.58,406
Aultman College of Nursing and Health Sciences,Canton,OH,44710-1797,North Central Association of Colleges and Schools The Higher Learning Commission,1,1,2,2,2,13.0,5.0,6.0,0.0,0.0,0.0,0.0,-2.0,0.0,356.0,27.811188811,0.8916083916,0.2692307692,0.3496503497,31973.67251,68.63,2832
MediaTech Institute-Dallas,Dallas,TX,75234,Accrediting Commission of Career Schools and Colleges,1,4,1,1,3,21.0,-2.0,-2.0,0.0,0.0,0.0,0.0,-2.0,0.0,191.0,25.930434783,0.1101449275,0.1043478261,0.4420289855,17809.77414,70.5,6190
Blue Cliff College-Shreveport,Shreveport,LA,71105,Accrediting Commission of Career Schools and Colleges,0,8,1,1,3,12.0,-2.0,-2.0,0.0,0.0,0.0,0.0,-2.0,0.0,253.0,27.943563609,0.8918459796,0.1619479049,0.2331068328,10994.83686,87.93,5328
Mayfield College,Cathedral City,CA,92234,Council on Occupational Education,1,1,1,2,3,21.0,4.0,2.0,0.0,0.0,0.0,0.0,-2.0,0.0,509.0,27.082802548,0.5643312102,0.149044586,0.3605095541,9824.285821,86.02,6136
Jolie Hair and Beauty Academy-Wilkes-Barre,Wilkes Barre,PA,18702,National Accrediting Commission of Cosmetology Arts and Sciences,1,2,1,1,3,13.0,-2.0,-2.0,0.0,0.0,0.0,0.0,-2.0,0.0,142.0,26.94047619,0.9246031746,0.126984127,0.378968254,13975.69687,74.43,3258
Concordia University-Saint Paul,Saint Paul,MN,55104-5494,North Central Association of Colleges and Schools The Higher Learning Commission,1,1,3,4,2,11.0,5.0,12.0,0.0,0.0,0.0,0.0,68.0,0.0,2167.0,27.456213018,0.6159763314,0.2082840237,0.4272189349,37673.83674,63.74,1888
University of Virginia-Main Campus,Charlottesville,VA,22903-2628,Southern Association of Colleges and Schools Commission on Colleges,1,1,3,4,1,23.0,14.0,16.0,0.0,0.0,0.0,0.0,-2.0,0.0,15515.0,20.544626021,0.5729101194,0.0229415462,0.9120050283,74117.09417,25.06,3968
Miller-Motte Technical College-Augusta,Augusta,GA,30907-0921,Accrediting Council for Independent Colleges and Schools,0,8,2,2,3,12.0,2.0,1.0,0.0,0.0,0.0,0.0,-2.0,0.0,466.0,29.711566618,0.8105855856,0.2131756757,0.1966216216,11711.79502,89.5,6585
Empire Beauty School-Littleton,Littleton,CO,80123,National Accrediting Commission of Cosmetology Arts and Sciences,0,10,1,1,3,21.0,-2.0,-2.0,0.0,0.0,0.0,0.0,-2.0,0.0,76.0,25.864904988,0.9429928741,0.1448931116,0.375,12423.42795,70.23,5746
University of St Thomas,Saint Paul,MN,55105-1078,North Central Association of Colleges and Schools The Higher Learning Commission,1,1,3,4,2,11.0,10.0,13.0,0.0,0.0,0.0,0.0,30.0,0.0,6080.0,20.4171875,0.4510416667,0.0244791667,0.9078125,90481.14924,55.47,1952
Bon Secours Memorial College of Nursing,Richmond,VA,23227-1149,Accrediting Council for Independent Colleges and Schools,1,1,3,3,2,21.0,5.0,6.0,0.0,0.0,0.0,0.0,30.0,0.0,489.0,29.426035503,0.8875739645,0.2662721893,0.3195266272,45825.97946,84.11,3947
Hair Design Institute at Fifth Avenue-New York,New York,NY,10018,National Accrediting Commission of Cosmetology Arts and Sciences,0,2,1,1,3,11.0,-2.0,-2.0,0.0,0.0,0.0,0.0,-2.0,0.0,182.0,27.942307692,0.9252136752,0.1944444444,0.3290598291,13533.28308,43.1,6554
Morgantown Beauty College Inc,Morgantown,WV,26505-5430,National Accrediting Commission of Cosmetology Arts and Sciences,1,1,1,1,3,13.0,-2.0,-2.0,0.0,0.0,0.0,0.0,-2.0,0.0,67.0,23.62,0.88,0.11,0.58,24218.43335,80.19,4077
Bethune-Cookman University,Daytona Beach,FL,32114-3099,Southern Association of Colleges and Schools Commission on Colleges,1,1,3,4,2,13.0,10.0,13.0,1.0,0.0,0.0,0.0,71.0,0.0,3897.0,20.536015326,0.5672268908,0.0145148969,0.9148204736,23137.33263,88.67,716
Southwest Minnesota State University,Marshall,MN,56258-5468,North Central Association of Colleges and Schools The Higher Learning Commission,1,1,3,4,1,33.0,13.0,13.0,0.0,0.0,0.0,0.0,-2.0,0.0,2359.0,22.564325178,0.5580110497,0.0883977901,0.7411207577,53654.37058,25.53,1957
Onondaga School of Therapeutic Massage-Rochester,Rochester,NY,14607,Accrediting Commission of Career Schools and Colleges,0,2,1,1,3,12.0,-2.0,-2.0,0.0,0.0,0.0,0.0,-2.0,0.0,82.0,31.043824701,0.8253968254,0.246031746,0.253968254,25294.28022,70.27,6555
University of North Carolina at Chapel Hill,Chapel Hill,NC,27599,Southern Association of Colleges and Schools Commission on Colleges,1,1,3,4,1,13.0,14.0,17.0,0.0,0.0,0.0,0.0,-2.0,0.0,17908.0,20.472620051,0.599199663,0.0254844145,0.9106992418,57812.08362,31.98,2739
Withlacoochee Technical Institute,Inverness,FL,34450-4696,Council on Occupational Education,1,1,1,1,1,23.0,-2.0,-2.0,0.0,0.0,0.0,0.0,-2.0,0.0,267.0,28.02617801,0.3926701571,0.2068062827,0.3848167539,13261.32382,0.0,860
Southern Technical College,Fort Myers,FL,33907-1108,Accrediting Council for Independent Colleges and Schools,1,1,2,3,3,13.0,7.0,9.0,0.0,0.0,0.0,0.0,-2.0,0.0,1258.0,29.247032641,0.8056379822,0.2336795252,0.2744807122,18636.23067,85.17,4463
Sinte Gleska University,Mission,SD,57555-0105,North Central Association of Colleges and Schools The Higher Learning Commission,1,1,2,4,2,43.0,5.0,6.0,0.0,0.0,0.0,0.0,-2.0,0.0,575.0,26.287009063,0.5558912387,0.1027190332,0.3625377644,2039.886025,0.0,3526
College of the Marshall Islands,Majuro,MH,96960,Western Association of Schools and Colleges Accrediting Commission for Community and Junior Colleges,1,1,2,2,1,-3.0,3.0,2.0,0.0,0.0,0.0,0.0,-2.0,0.0,1078.0,22.034518828,0.5167364017,0.0439330544,0.8347280335,0,0.0,4612
Paul Mitchell the School-Toledo,Sylvania,OH,43560-2539,National Accrediting Commission of Cosmetology Arts and Sciences,0,2,1,1,3,21.0,-2.0,-2.0,0.0,0.0,0.0,0.0,-2.0,0.0,114.0,23.91563786,0.9526748971,0.1316872428,0.4917695473,20810.68046,89.04,7257
Brittany Beauty School,Bronx,NY,10458,National Accrediting Commission of Cosmetology Arts and Sciences,0,2,1,1,3,11.0,-2.0,-2.0,0.0,0.0,0.0,0.0,-2.0,0.0,166.0,28.504911591,0.9626719057,0.2416502947,0.3339882122,12488.10792,77.68,5883
College of Menominee Nation,Keshena,WI,54135-1179,North Central Association of Colleges and Schools The Higher Learning Commission,1,1,1,3,2,42.0,5.0,6.0,0.0,0.0,0.0,0.0,-2.0,0.0,404.0,28.347368421,0.6070175439,0.1438596491,0.2561403509,13205.57795,0.0,4880
Shippensburg University of Pennsylvania,Shippensburg,PA,17257-2299,Middle States Commission on Higher Education,1,1,3,4,1,31.0,12.0,13.0,0.0,0.0,0.0,0.0,-2.0,0.0,6246.0,20.455457586,0.5016722408,0.0194588021,0.9142596534,68889.03984,69.39,3383
St Mary's University,San Antonio,TX,78228,Southern Association of Colleges and Schools Commission on Colleges,1,1,3,4,2,11.0,13.0,14.0,0.0,0.0,0.0,0.0,30.0,0.0,2309.0,20.533333333,0.5848484848,0.0323232323,0.8929292929,34317.77891,66.57,3773
Morris College,Sumter,SC,29150-3599,Southern Association of Colleges and Schools Commission on Colleges,1,1,3,3,2,13.0,10.0,8.0,1.0,0.0,0.0,0.0,54.0,0.0,780.0,21.102874433,0.5552193646,0.0211800303,0.8396369138,17772.43421,93.46,3478
Vatterott College-Quincy,Quincy,IL,62305,Accrediting Commission of Career Schools and Colleges,1,2,1,2,3,33.0,4.0,1.0,0.0,0.0,0.0,0.0,-2.0,0.0,140.0,29.081589958,0.5010460251,0.1956066946,0.2855648536,13785.95687,21.5,1122
Northwood University-Michigan,Midland,MI,48640-2398,North Central Association of Colleges and Schools The Higher Learning Commission,1,3,3,4,2,13.0,9.0,10.0,0.0,0.0,0.0,0.0,-2.0,0.0,2808.0,26.141150923,0.4896851249,0.1753528773,0.5504885993,40996.55959,70.78,1843
Harcum College,Bryn Mawr,PA,19010-3470,Middle States Commission on Higher Education,1,1,2,2,2,21.0,3.0,2.0,0.0,0.0,0.0,0.0,-2.0,0.0,1505.0,29.298561151,0.7805755396,0.1158273381,0.3798561151,21554.3352,81.93,3247
American Career College-Lynwood,Lynwood,CA,90262,Accrediting Bureau of Health Education Schools,1,1,0,0,3,21.0,-2.0,-2.0,0.0,0.0,0.0,0.0,-2.0,0.0,202.0,25.608333333,0.9027777778,0.1611111111,0.4027777778,14420.00859,95.6,5350
Edgecombe Community College,Tarboro,NC,27886,Southern Association of Colleges and Schools Commission on Colleges,1,1,2,2,1,41.0,2.0,2.0,0.0,1.0,0.0,0.0,-2.0,0.0,2274.0,29.687285223,0.706431026,0.1536573392,0.3048600884,13189.93801,40.64,2694
SUNY at Albany,Albany,NY,12222,Middle States Commission on Higher Education,1,1,3,4,1,13.0,15.0,17.0,0.0,0.0,0.0,0.0,-2.0,0.0,12659.0,20.698292843,0.5047603414,0.0152659225,0.9059422193,45612.51221,59.44,2599
Oregon State University-Cascades Campus,Bend,OR,97701,Northwest Commission on Colleges and Universities,0,2,3,4,1,13.0,-2.0,-2.0,0.0,0.0,0.0,0.0,-2.0,0.0,795.0,23.662705975,0.5144042148,0.120838471,0.6647236857,42297.69742,64.83,5390
Central Georgia Technical College,Warner Robins,GA,31088,Southern Association of Colleges and Schools Commission on Colleges,1,1,1,2,1,13.0,1.0,3.0,0.0,1.0,0.0,0.0,-2.0,0.0,6839.0,28.208751394,0.6577480491,0.1889632107,0.3586956522,15072.136,30.73,7136
Monroe County Community College,Monroe,MI,48161-9746,North Central Association of Colleges and Schools The Higher Learning Commission,1,1,2,2,1,41.0,1.0,2.0,0.0,0.0,0.0,0.0,-2.0,0.0,2083.0,25.473594549,0.6002271437,0.1408290744,0.5247018739,22610.30487,22.93,1832
Liceo de Arte y Tecnologia,San Juan,PR,00917,Accrediting Commission of Career Schools and Colleges,1,1,1,1,3,11.0,-2.0,-2.0,0.0,0.0,0.0,0.0,-2.0,0.0,1604.0,25.506632975,0.1591914087,0.125078964,0.6001263424,9379.669737,18.96,4230
Le Cordon Bleu College of Culinary Arts-Cambridge,Cambridge,MA,02142,Accrediting Council for Independent Colleges and Schools,0,4,1,2,3,12.0,4.0,1.0,0.0,0.0,0.0,0.0,-2.0,0.0,474.0,30.332754342,0.5122798313,0.2212850409,0.2644505086,16202.54264,63.56,6078
Washington County Career Center-Adult Technical Training,Marietta,OH,45750,Accrediting Commission of Career Schools and Colleges,1,1,1,1,1,41.0,-2.0,-2.0,0.0,0.0,0.0,0.0,-2.0,0.0,300.0,36.182156134,0.3345724907,0.4200743494,0.1933085502,16794.6858,0.0,4976
Corban University,Salem,OR,97317-9392,Northwest Commission on Colleges and Universities,1,2,3,4,2,12.0,13.0,8.0,0.0,0.0,0.0,0.0,54.0,0.0,924.0,21.827368421,0.6336842105,0.0863157895,0.8421052632,58263.02067,71.58,3151
Kendall College,Chicago,IL,60642,North Central Association of Colleges and Schools The Higher Learning Commission,1,1,3,3,3,11.0,7.0,9.0,0.0,0.0,0.0,0.0,-2.0,0.0,1452.0,28.096634093,0.7741585233,0.1769815418,0.3843648208,25195.58969,45.93,1069
Mount Carmel College of Nursing,Columbus,OH,43222-1504,North Central Association of Colleges and Schools The Higher Learning Commission,1,2,3,4,2,11.0,9.0,6.0,0.0,0.0,0.0,0.0,30.0,0.0,926.0,25.251626898,0.8785249458,0.1713665944,0.5835140998,54157.69825,51.64,2934
Keiser University-Ft Lauderdale,Fort Lauderdale,FL,33309,Southern Association of Colleges and Schools Commission on Colleges,1,14,2,4,2,12.0,6.0,15.0,0.0,0.0,0.0,0.0,-2.0,0.0,18018.0,28.899081535,0.7246295148,0.2573392686,0.2811179354,20927.47878,69.0,776
Michigan Technological University,Houghton,MI,49931-1295,North Central Association of Colleges and Schools The Higher Learning Commission,1,1,3,4,1,33.0,14.0,13.0,0.0,0.0,0.0,0.0,-2.0,0.0,5576.0,19.850639386,0.252685422,0.0076726343,0.9544757033,75625.43135,58.86,1828
Lincoln Technical Institute-Somerville,Somerville,MA,02145,Accrediting Council for Independent Colleges and Schools,0,13,1,1,3,21.0,-2.0,-2.0,0.0,0.0,0.0,0.0,-2.0,0.0,390.0,26.963651914,0.7363694676,0.1554415223,0.3706435749,16104.36335,82.95,1661
Sterling College,Sterling,KS,67579,North Central Association of Colleges and Schools The Higher Learning Commission,1,1,3,3,2,42.0,11.0,8.0,0.0,0.0,0.0,0.0,-2.0,0.0,701.0,20.887550201,0.4457831325,0.0321285141,0.8995983936,51229.54015,73.77,1388
Concordia University-Portland,Portland,OR,97211-6099,Northwest Commission on Colleges and Universities,1,1,3,4,2,11.0,13.0,13.0,0.0,0.0,0.0,0.0,68.0,0.0,1243.0,26.602756892,0.7230576441,0.2067669173,0.522556391,43394.54909,72.84,3103
